FID,brand,name,place_id,latitude,longitude,FID_2,State,Parliament,DUN,night,pop_d,family_inc,family_out
170,99 Speedmart,99 Speedmart 2482 (JH) Taman Pulai Flora,ChIJr_LogdN12jERm6m0DNLBUT0,1.5516978,103.6249265,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
115,99 Speedmart,99 Speedmart 2662 (JH) De'Stulang,ChIJ509pMP0T2jERsJMJifzflzg,1.4700338,103.7813449,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
203,99 Speedmart,99 Speedmart 3371 (JH) Taman GP Prima,ChIJjdj3jvB12jER1v3cWqnPgLY,1.4793531,103.582919,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
208,99 Speedmart,99 Speedmart 3638 (JH) Forest City,ChIJ7_rydU4J2jERDntdpj7smQo,1.3417214,103.5947814,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
271,KK Super Mart,"KK Super Mart Johor, Forest City 1 (JFC2)",ChIJjVbP1ssL2jERqlytQPB6Wds,1.334931,103.5912298,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
272,KK Super Mart,"KK Super Mart Johor, Forest City 5 (JFC3)",ChIJ-yG1ZCcJ2jERYjeMyq5mnUM,1.3415065,103.5939196,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
273,KK Super Mart,"KK Super Mart Johor, Forest City 5 (4) (JFC 4)",ChIJd5QCw9YJ2jERMbvNDN2fZW0,1.3382805,103.5903104,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
274,KK Super Mart,"KK Concept Store Johor, Forest City 1 ( JFC1)",ChIJt-rJAIgJ2jER8NtCew6rPvE,1.3344691,103.5914187,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
409,7-Eleven,7-Eleven,ChIJD1FwKy8T2jERJgu3cRuSiD0,1.469798,103.7812028,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
424,7-Eleven,7CAF??? by 7-Eleven Berjaya Waterfront Johor (#3186),ChIJl_2ZBqIT2jERB8Wxil-oV5g,1.4719504,103.7823254,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
538,MyNews,myNEWS (Maru Kafe) @ Jalan Trus JB,ChIJWxlFOmMT2jEREu5FSWZYpXo,1.4567345,103.7644588,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
